row,col,has_package,UP,DOWN,LEFT,RIGHT
21,18,False,23.71126,0.0,0.15429,0.0
21,18,True,51.32538,0.0,21.43045,0.0
21,20,False,52.24053,0.0,0.0,58.92435
21,20,True,56.47391,0.0,0.0,50.00636
21,21,False,50.56735,60.33786,53.56709,53.72476
21,21,True,52.21495,48.84602,55.21495,48.84601
21,22,False,0.0,0.0,54.92404,42.58368
21,22,True,0.0,0.0,54.00635,43.98935
21,23,False,14.19186,0.0,48.06524,16.78216
21,23,True,21.93769,0.0,52.0066,11.92861
21,24,False,9.31503,0.0,30.42641,12.26726
21,24,True,5.63402,0.0,33.33311,4.14323
21,25,False,4.34196,6.80823,18.65099,7.34189
21,25,True,3.80801,2.79966,13.03526,2.25218
21,26,False,0.288,6.12088,14.49568,0.0
21,26,True,2.37682,-1.37046,7.97802,0.0
21,28,False,0.0,1.19673,0.0,-2.46043
21,28,True,0.0,-3.48256,0.0,-2.91095
21,29,False,-2.6999,0.66663,1.28554,-2.33299
21,29,True,-1.7,-3.25353,-1.53664,-3.22168
21,30,False,-2.85023,0.84039,1.36571,0.0
21,30,True,-0.54602,-2.87303,-1.42528,0.0
22,0,False,0.0,0.0,0.0,-2.8
22,0,True,0.0,0.0,0.0,-0.7
22,1,False,0.0,-2.75,-2.85,-2.75
22,1,True,0.0,-1.92475,-0.75,-0.39224
22,2,False,-2.8,-2.7,-2.8,0.0
22,2,True,-0.58559,-0.7,-2.29811,0.0
22,4,False,-2.7,-2.6,0.0,-2.6
22,4,True,-1.01737,-5.17411,0.0,-5.38436
22,5,False,-2.65,-2.55,-2.65,-2.55
22,5,True,-0.20343,-4.00072,-0.26287,-2.47721
22,6,False,-2.6,-2.5,-2.6,-2.5
22,6,True,0.8929,-2.32324,-2.08832,-3.01656
22,7,False,0.0,-2.45,-2.55,-2.45
22,7,True,0.0,-2.84623,1.58143,-1.90538
22,8,False,-2.5,0.0,-2.5,-1.76064
22,8,True,-0.7,0.0,0.88612,-1.93088
22,9,False,-3.87131,0.0,-3.05126,-1.30419
22,9,True,2.67915,0.0,0.82149,-1.77476
22,10,False,-3.4408,-0.88384,-3.45024,-1.82856
22,10,True,1.45035,-2.60612,2.54413,-2.68277
22,11,False,-2.35,-1.01527,-2.92497,-1.2789
22,11,True,0.77179,-2.00735,2.22717,-2.03815
22,12,False,-2.9864,-1.07282,-4.11077,0.0
22,12,True,3.02671,-1.80318,0.4154,0.0
22,14,False,-3.29637,-2.24281,0.0,-0.674
22,14,True,3.13077,-3.30165,0.0,-1.96309
22,15,False,-3.23998,0.0,-3.64666,0.34849
22,15,True,0.41061,0.0,2.06984,-2.35287
22,16,False,-1.13359,0.44137,-3.30339,0.1427
22,16,True,0.33134,-2.16339,1.81098,-1.81998
22,17,False,-1.18457,-0.02616,-3.29206,0.0
22,17,True,12.51482,-1.94727,-0.48675,0.0
22,19,False,0.0,-3.58464,0.0,0.0
22,19,True,0.0,-1.35,0.0,0.0
22,21,False,54.92434,61.81027,0.0,0.0
22,21,True,54.00636,44.73226,0.0,0.0
22,25,False,5.14239,11.96931,0.0,3.56294
22,25,True,9.49666,0.04147,0.0,-2.57356
22,26,False,7.16231,8.11328,10.13221,-0.84177
22,26,True,6.21037,-2.30291,1.27575,-3.69653
22,27,False,0.0,0.0,6.60344,-2.79677
22,27,True,0.0,0.0,1.41479,-3.1871
22,28,False,-2.89027,0.08331,1.86809,-2.8374
22,28,True,-1.38532,-3.50022,-0.86049,-2.33257
22,29,False,-2.72645,-0.15748,0.63354,-2.97308
22,29,True,-1.02351,-2.27776,-0.88892,-3.12605
22,30,False,-2.39949,-0.55687,0.45031,-2.84549
22,30,True,-0.64466,-2.45265,-0.96604,-2.59024
22,31,False,0.0,0.0,0.94242,0.0
22,31,True,0.0,0.0,-1.37158,0.0
23,1,False,-2.8,0.0,0.0,-2.7
23,1,True,-0.62237,0.0,0.0,-0.2455
23,2,False,-2.75,-2.65,-2.75,0.0
23,2,True,-0.19743,-0.75,-1.39178,0.0
23,4,False,-2.65,-2.55,0.0,-2.55
23,4,True,-0.29527,-3.01635,0.0,-2.08441
23,5,False,-2.6,-2.5,-2.6,-2.5
23,5,True,-1.94221,-2.76263,-1.87796,-2.05783
23,6,False,-2.55,-2.45,-2.55,-2.45
23,6,True,0.85508,-2.50738,-0.34877,-2.8168
23,7,False,-2.5,-2.4,-2.5,0.0
23,7,True,0.3089,-2.33645,0.93626,0.0
23,10,False,-4.10985,-1.91406,0.0,-0.78054
23,10,True,1.78404,-2.42913,0.0,-1.99335
23,11,False,-3.70171,-0.85549,-3.38214,-1.33222
23,11,True,-0.14688,-1.97512,-0.9,-1.44913
23,12,False,-3.83507,-1.5138,-3.35796,0.0
23,12,True,2.07817,-2.23447,-0.95,0.0
23,14,False,-3.35909,0.0,0.0,0.0
23,14,True,1.34152,0.0,0.0,0.0
23,16,False,-2.74924,-0.19162,0.0,-0.20085
23,16,True,1.42881,-2.86891,0.0,-2.313
23,17,False,-3.04536,-2.09792,-3.17882,-2.18662
23,17,True,-0.30819,-2.07194,0.4162,-2.64419
23,18,False,0.0,-4.12754,-4.00269,-3.98901
23,18,True,0.0,-1.35,-0.33059,-2.04552
23,19,False,-6.74132,0.0,-6.0275,0.0
23,19,True,-1.3,0.0,-0.8695,0.0
23,21,False,56.3377,66.46903,0.0,65.469
23,21,True,52.8461,43.78297,0.0,42.78296
23,22,False,0.0,68.19691,56.78704,66.7398
23,22,True,0.0,42.7594,48.73226,41.87146
23,23,False,0.0,69.66332,41.46001,0.0
23,23,True,0.0,41.80858,46.78294,0.0
23,25,False,6.85413,14.14541,0.0,3.36338
23,25,True,7.09031,2.84508,0.0,-1.45263
23,26,False,2.00813,3.18421,12.32327,0.0
23,26,True,1.78274,-3.61629,3.252,0.0
23,28,False,-3.141,-0.93066,0.0,-3.6687
23,28,True,-0.84838,-2.47879,0.0,-3.72954
23,29,False,-3.48566,0.0,-0.47242,-3.73469
23,29,True,-0.65869,0.0,-1.8,-3.32876
23,30,False,-2.77087,-1.73541,-1.31829,0.0
23,30,True,-0.91773,-1.95,-1.41088,0.0
24,2,False,-2.7,-2.7,0.0,-2.6
24,2,True,-0.38237,-0.8,0.0,-1.45862
24,3,False,0.0,-2.65,-2.65,-2.55
24,3,True,0.0,-4.59157,-2.40665,-0.30745
24,4,False,-2.6,-2.6,-2.6,-2.5
24,4,True,-1.31499,-1.40176,-3.94458,-2.76263
24,5,False,-2.55,-2.55,-2.55,-2.45
24,5,True,-0.48198,-0.75,-0.21938,-2.34527
24,6,False,-2.5,-2.5,-2.5,-2.4
24,6,True,0.81122,-1.82303,-0.44463,-2.83701
24,7,False,-2.45,0.0,-2.45,-2.20497
24,7,True,0.26905,0.0,0.39724,-2.78921
24,8,False,0.0,0.0,-3.08544,-1.66043
24,8,True,0.0,0.0,0.17067,-2.69005
24,9,False,0.0,-3.91658,-4.35558,-1.54874
24,9,True,0.0,-2.81961,-0.40485,-2.16244
24,10,False,-3.93705,-2.3,-3.74595,-1.25634
24,10,True,1.39941,-2.04473,-0.03202,-2.72612
24,11,False,-3.56466,0.0,-4.27755,-1.57171
24,11,True,-0.21999,0.0,0.79065,-1.7484
24,12,False,-3.75925,0.0,-2.88736,-3.02982
24,12,True,0.37644,0.0,-0.10528,-2.56968
24,13,False,0.0,-3.86309,-4.30252,0.0
24,13,True,0.0,-2.08235,-0.02513,0.0
24,15,False,0.0,-3.05246,0.0,-0.1401
24,15,True,0.0,-2.92659,0.0,-2.84962
24,16,False,-3.07058,-3.82848,-3.88609,-1.98976
24,16,True,0.70442,-2.58497,-2.17012,-2.94648
24,17,False,-4.38698,-4.28487,-4.22494,-4.01981
24,17,True,-0.26514,-2.9834,0.67873,-2.78732
24,18,False,-5.92889,-6.02085,-6.30882,0.0
24,18,True,-1.036,-2.02009,0.22315,0.0
24,20,False,0.0,0.0,0.0,66.46711
24,20,True,0.0,0.0,0.0,43.78292
24,21,False,57.80945,60.80801,59.78975,68.19691
24,21,True,48.73226,42.869,42.03115,42.87165
24,22,False,61.46899,62.46776,62.46848,69.99678
24,22,True,46.78259,41.99673,47.78297,41.99592
24,23,False,-1.65,-1.65,-1.65,-1.65
24,23,True,45.91119,40.14438,46.87165,41.15642
24,24,False,0.0,2.74676,25.52852,7.27485
24,24,True,0.0,37.39771,45.99676,31.4264
24,25,False,4.1883,3.17422,19.85416,-1.13046
24,25,True,5.36929,9.36965,41.60969,-0.3767
24,26,False,3.91591,-2.88478,8.32811,-3.72239
24,26,True,1.97201,-2.64774,14.20468,-5.69946
24,27,False,0.0,-3.36378,3.1802,-3.83575
24,27,True,0.0,-3.34881,0.33627,-3.68198
24,28,False,-3.45088,-3.74077,-1.47852,0.0
24,28,True,-0.76415,-3.24494,-2.16932,0.0
24,30,False,-3.27103,-3.66629,0.0,-4.45224
24,30,True,-1.9,-2.0,0.0,-2.0
24,31,False,0.0,0.0,-1.73541,0.0
24,31,True,0.0,0.0,-1.95,0.0
25,0,False,0.0,-2.85,0.0,-2.75
25,0,True,0.0,-0.95,0.0,-0.85
25,1,False,0.0,-2.8,-2.8,-2.7
25,1,True,0.0,-0.9,-0.9,-0.5408
25,2,False,-2.65,-2.75,-2.75,-2.65
25,2,True,-0.73128,-0.85,-0.85,-0.75
25,3,False,-2.6,-2.7,-2.7,-2.6
25,3,True,-1.72533,-0.8,-0.8,-0.2455
25,4,False,-2.55,-2.65,-2.65,-2.55
25,4,True,-0.65,-1.69128,-2.06656,-3.24725
25,5,False,-2.5,0.0,-2.6,-2.5
25,5,True,-0.68176,0.0,-0.7,-1.40088
25,6,False,-2.45,-2.55,-2.55,0.0
25,6,True,1.34264,-1.4906,-0.75,0.0
25,9,False,-1.81846,-2.4,0.0,-2.0264
25,9,True,0.05478,-2.78709,0.0,-2.72882
25,10,False,-2.25,-2.35,-3.21288,0.0
25,10,True,0.47166,-2.6453,-0.31629,0.0
25,13,False,-2.99467,-6.21606,0.0,0.92439
25,13,True,-1.00087,-5.02204,0.0,-3.09404
25,14,False,0.0,-4.11534,-4.04117,0.82952
25,14,True,0.0,-2.8982,-1.06222,-2.51853
25,15,False,0.08997,-4.18378,-2.54472,-0.45085
25,15,True,-1.52352,-2.236,-0.27755,-1.3
25,16,False,0.00965,-2.67102,-3.46082,-0.27195
25,16,True,0.29796,-1.35,-1.25,-2.57847
25,17,False,-1.848,-3.0101,-3.95832,-1.58574
25,17,True,0.59072,-2.51602,-0.89786,-2.31592
25,18,False,-3.94971,-5.04818,-4.11903,0.0
25,18,True,-0.13337,-2.25241,-0.79949,0.0
25,21,False,62.92894,37.44339,0.0,66.46884
25,21,True,47.78243,24.40704,0.0,39.59728
25,22,False,68.19691,41.55968,57.40314,58.96289
25,22,True,46.87165,32.95761,43.54683,38.52741
25,23,False,67.7181,21.59625,39.87934,11.18431
25,23,True,36.89856,15.104,45.99505,35.10519
25,24,False,8.10858,0.0,26.11963,0.8228
25,24,True,44.84283,0.0,26.5551,18.40911
25,25,False,14.81343,-2.70384,1.82528,0.89666
25,25,True,14.50983,3.42483,34.89258,-0.51524
25,26,False,-0.13475,0.0,8.71469,-2.93677
25,26,True,2.30501,0.0,6.1618,-3.31592
25,27,False,-2.11566,0.0,0.28907,-3.4824
25,27,True,-2.1251,0.0,1.9898,-3.31153
25,28,False,-1.09793,-4.03665,-0.67853,-4.58356
25,28,True,0.02581,-4.32476,-0.82593,-4.19529
25,29,False,0.0,-3.92075,-0.98293,-4.28346
25,29,True,0.0,-2.61389,0.23797,-3.76921
25,30,False,-1.64157,-3.53612,-1.30405,0.0
25,30,True,-1.95,-2.7388,-1.49921,0.0
26,0,False,-2.8,-2.9,0.0,-2.8
26,0,True,-0.9,-1.0,0.0,-0.9
26,1,False,-2.75,-2.85,-2.85,-2.75
26,1,True,-0.59032,-0.95,-0.95,-0.85
26,2,False,-2.7,-2.8,-2.8,-2.7
26,2,True,-0.8,-0.9,-0.9,-0.8
26,3,False,-2.65,-2.75,-2.75,-2.65
26,3,True,-0.75,-0.85,-0.85,-0.75
26,4,False,-2.6,-2.7,-2.7,0.0
26,4,True,-0.44176,-0.8,-0.8,0.0
26,6,False,-2.5,-2.6,0.0,-2.5
26,6,True,-0.24389,-2.02642,0.0,-1.54001
26,7,False,0.0,-2.55,-2.55,0.0
26,7,True,0.0,-1.9525,-0.39296,0.0
26,9,False,-2.35,-2.45,0.0,-2.35
26,9,True,-0.58115,-3.00589,0.0,-2.2911
26,10,False,-2.3,0.0,-2.4,-2.3
26,10,True,0.22393,0.0,-0.24592,-2.41131
26,11,False,0.0,0.0,-2.35,-2.25
26,11,True,0.0,0.0,0.69697,-2.51601
26,12,False,0.0,-3.3548,-2.3,-2.84023
26,12,True,0.0,-2.78663,0.97275,-4.51352
26,13,False,-1.28584,-5.94069,-3.90951,-0.36467
26,13,True,-1.07547,-2.66648,0.62775,-3.7854
26,14,False,0.50108,-3.99461,-6.27252,0.03962
26,14,True,-0.91873,-1.996,-1.73761,-1.3
26,15,False,0.68695,0.0,-4.30408,0.63466
26,15,True,-1.25,0.0,-1.16168,-1.35
26,16,False,-0.24444,0.0,-3.93184,0.69937
26,16,True,-1.276,0.0,-1.3,-1.4
26,17,False,-0.0501,-3.14357,-3.0227,-1.41969
26,17,True,0.6996,-2.02308,-1.08552,-2.96267
26,18,False,-1.68879,-3.89755,-2.83596,0.0
26,18,True,-0.47328,-2.50292,-0.3252,0.0
26,20,False,0.0,-3.61544,0.0,24.87116
26,20,True,0.0,-3.28496,0.0,6.90427
26,21,False,54.97086,0.0,7.09295,26.61037
26,21,True,40.61607,0.0,2.47776,9.95451
26,22,False,61.67684,10.54378,14.09082,20.63236
26,22,True,44.60425,7.48503,16.87988,4.86828
26,23,False,33.51328,13.33275,28.59861,0.0
26,23,True,34.54518,4.181,8.13165,0.0
26,25,False,3.80142,0.0,0.0,0.0
26,25,True,12.78623,0.0,0.0,0.0
26,28,False,-0.4508,-3.15087,0.0,-2.57675
26,28,True,-0.08307,-3.32448,0.0,-3.13774
26,29,False,-1.50744,0.0,-1.3363,-3.41663
26,29,True,-1.37411,0.0,-1.84331,-2.05
26,30,False,-1.17257,0.0,-1.10291,-3.46111
26,30,True,-1.69181,0.0,-2.0,-2.1
26,31,False,0.0,-2.15,-1.05191,0.0
26,31,True,0.0,-2.15,-2.05,0.0
27,0,False,-2.85,-2.95,0.0,-2.85
27,0,True,-0.95,-1.05,0.0,-0.95
27,1,False,-2.8,-2.9,-2.9,-2.8
27,1,True,-0.63984,-1.0,-1.0,-0.9
27,2,False,-2.75,-2.85,-2.85,-2.75
27,2,True,-0.85,-0.95,-0.95,-0.85
27,3,False,-2.7,-2.8,-2.8,-2.7
27,3,True,-0.8,-0.9,-0.9,-0.8
27,4,False,-2.65,-2.75,-2.75,0.0
27,4,True,-0.75,-1.57336,-0.85,0.0
27,6,False,-2.55,-2.65,0.0,-2.55
27,6,True,-0.39296,-3.47531,0.0,-2.00853
27,7,False,-2.5,-2.6,-2.6,0.0
27,7,True,-0.18655,-1.55038,-0.15199,0.0
27,9,False,-2.4,-2.5,0.0,0.0
27,9,True,-0.22383,-2.77284,0.0,0.0
27,12,False,-1.65211,-4.59114,0.0,-2.89515
27,12,True,0.37703,-1.25,0.0,-2.60588
27,13,False,-2.87358,0.0,-4.01623,-0.47862
27,13,True,-1.85181,0.0,-0.93696,-1.3
27,14,False,-0.40303,0.0,-5.92927,0.0
27,14,True,-1.25,0.0,-1.64588,0.0
27,17,False,0.21192,-3.38957,0.0,-1.51127
27,17,True,0.36531,-2.61495,0.0,-2.77043
27,18,False,-1.91976,-4.19101,-3.12092,0.0
27,18,True,-0.85909,-2.5043,-0.00276,0.0
27,20,False,3.03354,-3.05871,0.0,0.0
27,20,True,0.53038,-2.81768,0.0,0.0
27,22,False,26.09523,0.0,0.0,12.47534
27,22,True,17.27462,0.0,0.0,3.16118
27,23,False,24.59879,9.08958,-1.03054,0.0
27,23,True,11.85009,1.21427,6.89815,0.0
27,26,False,0.0,0.0,0.0,-2.58292
27,26,True,0.0,0.0,0.0,-4.29832
27,27,False,0.0,-2.68928,-1.65328,-2.0
27,27,True,0.0,-3.63463,-2.2228,-3.24367
27,28,False,-1.91976,-3.13816,-1.67976,0.0
27,28,True,-1.74476,-3.02464,-0.95979,0.0
27,31,False,-2.1,-2.2,0.0,0.0
27,31,True,-2.1,-2.2,0.0,0.0
28,0,False,-2.9,-3.0,0.0,-2.9
28,0,True,-1.0,-2.03792,0.0,-0.73888
28,1,False,-2.85,-2.95,-2.95,-2.85
28,1,True,-0.68936,-1.05,-1.9884,-0.95
28,2,False,-2.8,0.0,-2.9,-2.8
28,2,True,-0.9,0.0,-1.0,-0.9
28,3,False,-2.75,-2.85,-2.85,-2.75
28,3,True,-0.85,-0.95,-0.95,-0.85
28,4,False,-2.7,-2.8,-2.8,-2.7
28,4,True,-1.2608,-2.07189,-0.9,-1.54001
28,5,False,0.0,-2.75,-2.75,-2.65
28,5,True,0.0,-2.28638,-0.416,-1.82942
28,6,False,-2.6,0.0,-2.7,-2.6
28,6,True,-0.03779,0.0,-0.38229,-2.71065
28,7,False,-2.55,0.0,-2.65,-2.55
28,7,True,-0.06977,0.0,-0.61386,-1.05
28,8,False,0.0,-2.6,-2.6,-2.5
28,8,True,0.0,-2.57957,-0.39193,-1.1
28,9,False,-2.45,-2.55,-2.55,-2.45
28,9,True,-0.33028,-1.15,-0.52942,-2.08744
28,10,False,0.0,-2.5,-2.5,0.0
28,10,True,0.0,-1.2,-0.75325,0.0
28,12,False,-1.36561,-2.4,0.0,0.0
28,12,True,-0.66635,-1.99058,0.0,0.0
28,15,False,0.0,-2.25,0.0,-2.53524
28,15,True,0.0,-3.18441,0.0,-4.51963
28,16,False,0.0,-3.54084,-2.88736,-0.78297
28,16,True,0.0,-2.71572,-0.72829,-3.12248
28,17,False,-0.13209,0.0,-5.7207,-1.25894
28,17,True,0.33922,0.0,-2.58183,-3.6339
28,18,False,-1.22898,-6.06325,-3.56256,-0.08466
28,18,True,0.0781,-3.94673,0.56899,-3.07547
28,19,False,0.0,-3.12337,-4.47063,0.33015
28,19,True,0.0,-3.37425,0.20655,-2.60199
28,20,False,0.7804,-3.89093,-3.07032,0.0
28,20,True,-1.48408,-2.79197,0.60064,0.0
28,23,False,18.94947,0.0,0.0,0.31062
28,23,True,6.5671,0.0,0.0,0.80955
28,24,False,0.0,0.0,10.13316,-1.44568
28,24,True,0.0,0.0,5.78853,-2.38229
28,25,False,0.0,-2.57761,4.9696,0.0
28,25,True,0.0,-2.46174,1.95694,0.0
28,27,False,-1.95,-2.9788,0.0,-3.45258
28,27,True,-1.41753,-3.89265,0.0,-3.81729
28,28,False,-1.46127,0.0,-1.36716,-2.78832
28,28,True,-0.9369,0.0,-0.85802,-2.78832
28,29,False,0.0,-3.07784,-1.71643,0.0
28,29,True,0.0,-2.15,-1.7788,0.0
28,31,False,-2.15,-2.25,0.0,0.0
28,31,True,-2.15,-2.25,0.0,0.0
29,0,False,-2.95,0.0,0.0,-2.95
29,0,True,-1.0284,0.0,0.0,-1.05
29,1,False,-2.9,-3.0,-3.0,0.0
29,1,True,-0.73888,-1.1,-1.1,0.0
29,3,False,-2.8,0.0,0.0,-2.8
29,3,True,-0.9,0.0,0.0,-0.63984
29,4,False,-2.75,-2.85,-2.85,-2.75
29,4,True,-0.59032,-1.64936,-1.64936,-2.36936
29,5,False,-2.7,0.0,-2.8,0.0
29,5,True,-0.53985,0.0,-0.58001,0.0
29,8,False,-2.55,-2.65,0.0,-2.55
29,8,True,-0.43848,-1.84744,0.0,-1.15
29,9,False,-2.5,-2.6,-2.6,-2.5
29,9,True,-1.1,-1.2,-1.1,-1.2
29,10,False,-2.45,-2.55,-2.55,0.0
29,10,True,-1.15,-1.88588,-1.15,0.0
29,12,False,-2.35,-2.45,0.0,-1.96497
29,12,True,-1.2086,-1.35,0.0,-3.12664
29,13,False,0.0,-3.42168,-3.08544,-1.6528
29,13,True,0.0,-2.62327,-0.67334,-3.07821
29,14,False,0.0,-4.29458,-3.39836,-2.06202
29,14,True,0.0,-2.08351,-0.27497,-3.91255
29,15,False,-2.2,-2.3,-4.16773,-1.80891
29,15,True,-1.41977,-3.08282,-0.17467,-2.68631
29,16,False,-2.8228,0.0,-3.17688,0.0
29,16,True,-2.10956,0.0,-1.31624,0.0
29,18,False,-1.1511,-6.69158,0.0,-0.14206
29,18,True,-0.92109,-3.06264,0.0,-2.27108
29,19,False,0.24187,-6.11181,-5.59623,-2.0
29,19,True,0.18928,-3.05056,-2.29946,-2.73667
29,20,False,-0.57154,-3.06781,-3.02728,-2.07869
29,20,True,0.65149,-2.44168,-1.1039,-2.44168
29,21,False,0.0,-4.5158,-3.80738,-4.01223
29,21,True,0.0,-2.4912,-1.7,-2.4912
29,22,False,0.0,-6.66914,-6.23451,0.0
29,22,True,0.0,-1.85,-1.48168,0.0
29,25,False,-1.42522,0.0,0.0,-2.0
29,25,True,1.34705,0.0,0.0,-3.31846
29,26,False,0.0,0.0,-1.67976,-2.05
29,26,True,0.0,0.0,0.17787,-4.03599
29,27,False,-2.0,-2.1,-1.72928,0.0
29,27,True,-0.50172,-3.78482,0.52917,0.0
29,29,False,-1.82832,-2.2,0.0,-3.82474
29,29,True,-2.1,-2.2,0.0,-2.2
29,30,False,0.0,-3.87379,-2.0934,-2.25
29,30,True,0.0,-2.25,-2.15,-2.25
29,31,False,-2.2,0.0,-2.2,0.0
29,31,True,-2.2,0.0,-2.2,0.0
30,1,False,-2.95,0.0,0.0,-2.95
30,1,True,-0.7884,0.0,0.0,-1.05
30,2,False,0.0,-3.0,-3.0,0.0
30,2,True,0.0,-1.1,-2.51792,0.0
30,4,False,-2.8,-2.9,0.0,0.0
30,4,True,-0.9,-2.48237,0.0,0.0
30,6,False,0.0,-2.8,0.0,-2.7
30,6,True,0.0,-1.1,0.0,-1.1
30,7,False,0.0,-2.75,-2.75,-2.65
30,7,True,0.0,-1.15,-1.05,-1.15
30,8,False,-2.6,-2.7,-2.7,-2.6
30,8,True,-0.83792,-1.2,-1.1,-1.2
30,9,False,-2.55,0.0,-2.65,-2.55
30,9,True,-1.15,0.0,-1.15,-1.25
30,10,False,-2.5,-2.6,-2.6,-2.5
30,10,True,-0.93696,-1.996,-1.2,-1.93528
30,11,False,0.0,-2.55,-2.55,-2.45
30,11,True,0.0,-2.35057,-0.98648,-2.28552
30,12,False,-2.4,-2.5,-2.5,-2.12544
30,12,True,-0.83536,-2.77611,-1.3,-1.4
30,13,False,-1.51405,-3.13496,-2.45,-2.35
30,13,True,-1.02469,-2.52216,-1.15363,-1.45
30,14,False,-1.44142,0.0,-3.08544,-2.2664
30,14,True,-0.81241,0.0,-1.11539,-1.5
30,15,False,-2.12889,-3.40986,-2.35,0.0
30,15,True,-1.45,-1.55,-0.84744,0.0
30,17,False,0.0,-4.55159,0.0,-3.94744
30,17,True,0.0,-2.34264,0.0,-3.00646
30,18,False,-2.64516,-5.38912,-5.69409,-2.22277
30,18,True,-1.99742,-2.39216,-1.35616,-4.1238
30,19,False,0.27699,0.0,-6.71179,-0.34475
30,19,True,-1.03011,0.0,-2.44665,-2.44168
30,20,False,-1.16621,-3.48178,-5.47702,-0.55755
30,20,True,-1.02045,-2.90771,-2.35298,-1.8
30,21,False,-2.24409,-4.53704,-3.28074,-2.85446
30,21,True,-1.75,-2.78072,-1.75,-1.85
30,22,False,-4.57607,0.0,-4.62843,0.0
30,22,True,-1.8,0.0,-1.8,0.0
30,24,False,0.0,-2.0,0.0,0.0
30,24,True,0.0,-2.0,0.0,0.0
30,27,False,-2.05,-2.15,0.0,0.0
30,27,True,-0.22557,-4.32815,0.0,0.0
30,29,False,-2.15,0.0,0.0,-2.25
30,29,True,-2.15,0.0,0.0,-2.25
30,30,False,-2.14255,-2.9864,-2.2,0.0
30,30,True,-2.2,-2.3,-2.2,0.0
31,0,False,0.0,0.0,0.0,0.0
31,0,True,0.0,0.0,0.0,0.0
31,2,False,-2.95,0.0,0.0,-2.95
31,2,True,-0.81144,0.0,0.0,-0.52942
31,3,False,0.0,0.0,-3.0,-2.9
31,3,True,0.0,0.0,-2.56571,-0.48038
31,4,False,-2.85,0.0,-2.95,0.0
31,4,True,-0.49127,0.0,-2.51714,0.0
31,6,False,-2.75,0.0,0.0,-2.75
31,6,True,-1.05,0.0,0.0,-1.15
31,7,False,-2.7,0.0,-2.8,-2.7
31,7,True,-1.1,0.0,-1.1,-1.2
31,8,False,-2.65,0.0,-2.75,0.0
31,8,True,-1.15,0.0,-1.15,0.0
31,10,False,-2.55,0.0,0.0,-2.55
31,10,True,-0.98648,0.0,0.0,-2.66585
31,11,False,-2.5,0.0,-2.6,-2.5
31,11,True,-0.68287,0.0,-0.57602,-2.34526
31,12,False,-2.41496,0.0,-2.55,-2.45
31,12,True,-1.30692,0.0,-0.54334,-2.47577
31,13,False,-2.4,0.0,-3.18448,0.0
31,13,True,-0.85404,0.0,-0.74782,0.0
31,15,False,-2.21383,0.0,0.0,-1.3036
31,15,True,-1.5,0.0,0.0,-1.6
31,16,False,0.0,0.0,-4.13043,-1.4181
31,16,True,0.0,0.0,-1.55,-2.28115
31,17,False,-2.26598,0.0,-3.99759,-2.36488
31,17,True,-1.35616,0.0,-1.33312,-1.7
31,18,False,-3.94044,0.0,-4.48062,0.0
31,18,True,-2.10264,0.0,-1.65,0.0
31,20,False,0.14817,0.0,0.0,-0.73901
31,20,True,-1.12278,0.0,0.0,-1.85
31,21,False,-0.68264,0.0,-3.40328,0.0
31,21,True,-1.8,0.0,-1.46938,0.0
31,23,False,0.0,0.0,0.0,-2.0
31,23,True,0.0,0.0,0.0,-2.0
31,24,False,-1.95,0.0,-1.95,0.0
31,24,True,-1.95,0.0,-1.95,0.0
31,26,False,0.0,0.0,0.0,-2.15
31,26,True,0.0,0.0,0.0,-4.77957
31,27,False,-2.1,0.0,-2.1,-2.2
31,27,True,-0.04226,0.0,-3.82263,-5.12592
31,28,False,0.0,0.0,-2.15,0.0
31,28,True,0.0,0.0,-0.87309,0.0
31,30,False,-2.20936,0.0,0.0,-2.35
31,30,True,-2.25,0.0,0.0,-2.35
31,31,False,0.0,0.0,-2.3,0.0
31,31,True,0.0,0.0,-2.3,0.0
