row,col,has_package,UP,DOWN,LEFT,RIGHT
10,27,False,-2.05076,5.18709,1.79254,0.0
10,27,True,-1.25,-1.15,-0.88744,0.0
10,29,False,-6.02325,-4.59489,0.0,-5.6083
10,29,True,-4.77868,-4.5716,0.0,-4.56984
10,30,False,-5.50982,-3.74513,-2.9927,-4.51521
10,30,True,-2.85102,-3.54257,-2.50757,-3.1344
10,31,False,0.0,0.0,-1.64273,0.0
10,31,True,0.0,0.0,-0.94063,0.0
11,1,False,-3.4,-3.3,0.0,0.0
11,1,True,-1.71816,-0.84828,0.0,0.0
11,3,False,-3.3,-3.2,0.0,-3.2
11,3,True,17.0047,40.15998,0.0,97.68331
11,4,False,-3.25,-3.15,-3.25,-3.15
11,4,True,-0.05,-0.05,-0.05,-0.05
11,5,False,-3.2,-3.1,-3.2,-3.1
11,5,True,109.46844,109.4736,121.0,109.4736
11,6,False,0.0,-2.3556,-3.15,-2.70461
11,6,True,0.0,105.93466,117.16,105.93466
11,7,False,-3.77872,-2.44216,-4.21497,-2.71968
11,7,True,102.5372,102.53725,113.4736,102.53724
11,8,False,-3.05,-2.67016,-3.7292,0.0
11,8,True,98.7318,99.07192,109.93466,0.0
11,10,False,0.0,-2.85,0.0,-2.85
11,10,True,0.0,92.17896,0.0,80.94989
11,11,False,-2.9,-2.8,-2.9,0.0
11,11,True,78.39367,88.3318,88.49179,0.0
11,16,False,-1.05448,0.0,0.0,3.09119
11,16,True,-7.89589,0.0,0.0,-9.00133
11,17,False,-0.54997,5.29749,-0.75057,1.34214
11,17,True,-6.46581,-7.93322,-6.42361,-9.04334
11,18,False,-1.53077,4.97687,-0.62014,-3.36142
11,18,True,-4.6391,-5.49621,-4.67585,-4.61195
11,19,False,-5.38368,0.0,-2.28062,-6.60897
11,19,True,-2.49306,0.0,-2.79602,-2.87116
11,20,False,0.0,0.0,-7.0386,0.0
11,20,True,0.0,0.0,-1.27035,0.0
11,22,False,31.77444,36.69117,0.0,0.0
11,22,True,-3.3874,-6.34464,0.0,0.0
11,24,False,0.0,15.14553,0.0,0.0
11,24,True,0.0,-3.61339,0.0,0.0
11,26,False,-1.77471,3.44345,0.0,1.23539
11,26,True,-1.15,-1.15,0.0,-2.37749
11,27,False,1.66496,4.4145,0.51036,0.0
11,27,True,-1.89696,-2.33644,-1.1,0.0
11,29,False,-6.9928,-3.08278,0.0,-7.31568
11,29,True,-6.22089,-3.31893,0.0,-6.98224
11,30,False,-5.47798,-0.77298,-4.70211,0.0
11,30,True,-4.01934,-4.37718,-3.66127,0.0
12,0,False,0.0,-3.3,0.0,-3.3
12,0,True,0.0,-0.3,0.0,0.11172
12,1,False,-3.35,-3.25,-3.35,-3.25
12,1,True,0.07992,-0.7115,-0.95608,9.5875
12,2,False,0.0,-3.2,-3.3,-3.2
12,2,True,0.0,21.32468,-0.91757,79.06732
12,3,False,-3.25,-3.15,-3.25,-3.15
12,3,True,45.4652,75.58641,38.00806,115.49056
12,4,False,-3.2,-3.1,-3.2,-3.1
12,4,True,120.99998,106.52838,101.40422,100.56843
12,5,False,-3.15,-3.05,-3.15,-3.05
12,5,True,117.16,104.76794,117.11078,105.57422
12,6,False,-3.69572,0.0,-3.1,-2.19401
12,6,True,113.4736,0.0,113.4736,102.53727
12,7,False,-4.48672,-2.29585,-4.10558,-2.39312
12,7,True,109.93466,99.27578,109.93466,99.27578
12,8,False,-3.0,-2.62064,-4.06793,-2.86064
12,8,True,106.53727,96.14475,106.53727,95.14474
12,9,False,0.0,-2.85,-3.62109,-2.85
12,9,True,0.0,93.13896,103.27578,92.17896
12,10,False,-2.9,0.0,-2.9,-2.8
12,10,True,88.4918,0.0,99.14475,88.3318
12,11,False,-2.85,-2.75,-2.85,-2.75
12,11,True,84.9514,85.63853,96.17896,85.63853
12,12,False,0.0,0.0,-2.8,-2.7
12,12,True,0.0,0.0,92.3318,83.05299
12,13,False,0.0,-2.65,-2.75,0.0
12,13,True,0.0,80.57087,89.63853,0.0
12,17,False,-1.05188,0.0,0.0,8.73646
12,17,True,-5.61458,0.0,0.0,-6.57831
12,18,False,-2.25664,11.88145,0.47131,0.0
12,18,True,-5.51105,-4.84222,-4.66702,0.0
12,21,False,0.0,44.44836,0.0,32.74416
12,21,True,0.0,-1.44006,0.0,-6.67441
12,22,False,32.21716,40.3033,39.62409,35.26734
12,22,True,-1.61595,-2.23125,-1.01221,-4.89352
12,23,False,0.0,35.79908,21.29133,16.96012
12,23,True,0.0,-2.26362,-2.85746,-3.45985
12,24,False,9.28265,8.10236,28.71401,8.16004
12,24,True,-1.75044,-1.59983,-1.13403,-2.95593
12,25,False,0.0,7.85527,14.47666,-0.55591
12,25,True,0.0,-2.6519,0.02182,-3.96532
12,26,False,-3.41072,4.28639,8.35119,0.3225
12,26,True,-1.94649,-2.65771,0.28927,-2.71547
12,27,False,1.07462,4.59745,2.40245,0.0
12,27,True,-0.88744,-2.26938,-0.75846,0.0
12,29,False,-7.38073,0.0,0.0,-4.68643
12,29,True,-3.81257,0.0,0.0,-3.39341
12,30,False,-7.21637,-0.07057,-3.33813,-3.84734
12,30,True,-3.67714,-2.95631,-1.48114,-3.20112
12,31,False,0.0,-0.81635,-0.66314,0.0
12,31,True,0.0,-1.45,-1.01975,0.0
13,0,False,-3.35,0.0,0.0,-3.25
13,0,True,-0.25,0.0,0.0,-0.25
13,1,False,-3.3,-3.2,-3.3,-3.2
13,1,True,0.86156,-1.2456,-0.3,16.75748
13,2,False,-3.25,-3.15,-3.25,-3.15
13,2,True,18.22188,22.70108,-1.43431,80.3575
13,3,False,-3.2,-3.1,-3.2,-3.1
13,3,True,94.15736,50.18103,43.20466,108.41607
13,4,False,-3.15,-3.05,-3.15,-3.05
13,4,True,117.15825,104.80196,84.48049,96.67659
13,5,False,-3.1,-3.0,-3.1,0.0
13,5,True,98.83402,48.89886,113.44034,0.0
13,7,False,-4.37427,-2.9,0.0,-2.34407
13,7,True,106.53727,95.14125,0.0,96.14474
13,8,False,-2.95,-2.57112,-3.63016,-2.57112
13,8,True,103.27272,93.11098,103.27578,93.13514
13,9,False,-2.9,-2.5216,-2.9,0.0
13,9,True,99.14475,90.24781,100.14475,0.0
13,11,False,-2.8,-2.7,0.0,0.0
13,11,True,92.3318,84.63595,0.0,0.0
13,13,False,-2.7,-2.6,0.0,0.0
13,13,True,87.05299,78.18803,0.0,0.0
13,15,False,0.0,-2.46448,0.0,0.0
13,15,True,0.0,68.9704,0.0,0.0
13,18,False,4.27325,0.0,0.0,16.1231
13,18,True,-2.82796,0.0,0.0,-3.36009
13,19,False,0.0,15.3474,7.79806,24.39825
13,19,True,0.0,-1.47343,-1.22492,-2.35137
13,20,False,0.0,0.0,16.89775,38.53214
13,20,True,0.0,0.0,0.61384,-1.49067
13,21,False,37.53496,45.26407,26.10077,37.38762
13,21,True,-0.52194,-1.32256,1.19344,-0.93384
13,22,False,32.68854,40.94094,40.42283,35.83463
13,22,True,-2.92513,-1.45956,2.41207,-2.03484
13,23,False,25.91187,33.45491,36.30303,21.7556
13,23,True,-1.11047,-2.68018,2.37711,-2.31768
13,24,False,9.18144,13.44674,32.65089,6.18121
13,24,True,-0.42701,-2.36127,1.44395,-2.38972
13,25,False,1.71926,4.13267,15.83103,-0.99364
13,25,True,0.68026,-1.72414,0.51133,-2.09434
13,26,False,-1.48054,3.22467,9.92395,1.11934
13,26,True,-1.01562,-2.11194,0.14633,-2.97725
13,27,False,0.29481,0.0,7.32406,-0.91528
13,27,True,-1.2,0.0,-0.04275,-2.94736
13,28,False,0.0,0.82731,3.37331,0.0
13,28,True,0.0,-2.57412,-1.25,0.0
13,30,False,-4.85616,-0.41157,0.0,-3.5911
13,30,True,-1.15416,-1.45,0.0,-2.96616
13,31,False,-3.79283,-0.82959,-0.35773,0.0
13,31,True,-0.85556,-2.19408,-1.4,0.0
14,1,False,-3.25,0.0,0.0,-3.15
14,1,True,1.77309,0.0,0.0,5.45714
14,2,False,-3.2,-3.1,-3.2,-3.1
14,2,True,30.93163,8.75533,-1.14142,52.177
14,3,False,-3.15,-3.05,-3.15,-3.05
14,3,True,68.55982,34.75328,22.98373,100.32334
14,4,False,-3.1,0.0,-3.1,-3.0
14,4,True,113.2524,0.0,87.42444,83.63108
14,5,False,-3.05,-2.95,-3.05,0.0
14,5,True,86.51316,44.95818,107.30754,0.0
14,7,False,-3.5658,0.0,0.0,-2.85
14,7,True,103.27509,0.0,0.0,92.31442
14,8,False,-2.9,-2.8,-3.82064,-2.8
14,8,True,100.14472,51.00203,82.54833,87.45352
14,9,False,-2.85,-2.47208,-2.85,-2.75
14,9,True,97.13896,86.33612,96.60679,86.13666
14,10,False,0.0,-2.7,-2.8,-2.7
14,10,True,0.0,80.23672,94.2534,83.90748
14,11,False,-2.75,-2.65,-2.75,-2.65
14,11,True,89.63853,78.59362,91.48322,78.0816
14,12,False,0.0,-2.6,-2.7,-2.6
14,12,True,0.0,72.85311,88.82204,73.95048
14,13,False,-2.65,-2.55,-2.65,-2.55
14,13,True,84.57087,75.90051,83.25485,75.90051
14,14,False,0.0,-1.5528,-2.6,-2.5
14,14,True,0.0,73.70449,82.18803,72.70449
14,15,False,-3.234,-2.45,-3.93798,-2.11701
14,15,True,54.96886,71.01381,79.90051,68.55485
14,16,False,0.0,-2.14848,-4.05036,0.0
14,16,True,0.0,56.40532,76.64862,0.0
14,19,False,14.01783,18.80366,0.0,0.0
14,19,True,1.16162,-1.45111,0.0,0.0
14,21,False,40.41764,46.10843,0.0,40.8161
14,21,True,2.21795,-4.9274,0.0,-0.56852
14,22,False,36.29733,41.60515,41.26406,35.4371
14,22,True,3.25251,-4.29169,1.22842,-2.35079
14,23,False,28.95672,0.0,36.93583,15.06687
14,23,True,1.64197,0.0,2.56828,-3.00434
14,24,False,14.61275,0.0,27.50324,0.1715
14,24,True,0.19073,0.0,1.02935,-2.97546
14,25,False,5.90681,3.25119,2.20207,-0.80093
14,25,True,-0.50585,-5.01568,-0.3999,-2.77017
14,26,False,0.48591,5.69853,0.87522,0.0
14,26,True,-0.42185,-2.46802,-0.87647,0.0
14,28,False,-1.01743,0.67427,0.0,-5.95326
14,28,True,-1.3,-2.81504,0.0,-2.81504
14,29,False,0.0,0.91687,-0.25528,-4.12809
14,29,True,0.0,-1.45,-1.35,-2.08351
14,30,False,-3.97247,-0.49014,-1.92535,-3.78663
14,30,True,-0.71222,-1.5,-1.4,-1.5
14,31,False,-3.79038,-0.67905,-0.48869,0.0
14,31,True,-1.45,-2.23763,-1.45,0.0
15,0,False,0.0,-3.15,0.0,0.0
15,0,True,0.0,-0.45,0.0,0.0
15,2,False,-3.15,-3.05,0.0,-3.05
15,2,True,14.56102,-2.97146,0.0,34.45711
15,3,False,-3.1,0.0,-3.1,0.0
15,3,True,74.31963,0.0,8.40852,0.0
15,5,False,-3.0,-2.9,0.0,-2.9
15,5,True,91.9208,23.92866,0.0,15.26373
15,6,False,0.0,0.0,-2.95,0.0
15,6,True,0.0,0.0,47.81189,0.0
15,8,False,-2.85,-2.75,0.0,-2.75
15,8,True,88.33527,5.62913,0.0,60.0723
15,9,False,-2.8,-2.59875,-2.8,-2.7
15,9,True,94.02139,43.9469,64.89701,38.61822
15,10,False,-2.75,-2.65,-2.75,-2.65
15,10,True,91.01381,39.30342,58.45819,25.68704
15,11,False,-2.7,-2.6,-2.7,-2.6
15,11,True,88.05873,9.44719,43.26791,41.68897
15,12,False,-2.65,0.0,-2.65,-2.55
15,12,True,82.37872,0.0,65.18699,56.77735
15,13,False,-2.6,-2.40111,-2.6,-2.0996
15,13,True,82.18803,72.5599,75.602,73.69243
15,14,False,-2.55,0.0,-3.66159,-1.70507
15,14,True,79.90051,0.0,79.90051,71.59631
15,15,False,-4.12708,-2.4,-3.18448,-2.14848
15,15,True,76.70448,69.57246,77.70449,69.57242
15,16,False,-3.59758,0.0,-2.45,0.0
15,16,True,71.39254,0.0,75.59631,0.0
15,19,False,11.99046,0.0,0.0,31.38013
15,19,True,2.06311,0.0,0.0,-4.51437
15,20,False,0.0,48.04874,19.99044,41.59014
15,20,True,0.0,-5.13992,2.17364,-4.93381
15,21,False,41.25353,50.11295,39.81401,41.55783
15,21,True,1.90436,-4.08621,-1.0263,-4.68765
15,22,False,36.77983,45.42203,41.79122,0.0
15,22,True,3.41693,-3.30578,-1.66246,0.0
15,25,False,-2.12426,7.30057,0.0,2.51388
15,25,True,0.27786,-1.996,0.0,-2.90438
15,26,False,-1.85552,8.7124,1.33099,0.329
15,26,True,-0.96727,-1.98469,-2.05041,-1.35
15,27,False,0.0,0.0,6.51558,-3.56942
15,27,True,0.0,0.0,-1.01341,-1.4
15,28,False,-3.04071,0.0,4.37653,-3.11564
15,28,True,-1.35,0.0,-1.08552,-1.45
15,29,False,-5.7486,-0.13249,0.41892,-4.15647
15,29,True,-1.4,-2.43408,-1.4,-1.5
15,30,False,-4.05845,-0.65566,0.68502,-4.10972
15,30,True,-0.86913,-2.44484,-1.18456,-2.2436
15,31,False,-3.81514,-1.16547,-0.67593,0.0
15,31,True,-1.5,-2.28704,-1.47408,0.0
16,0,False,-3.2,0.0,0.0,0.0
16,0,True,-0.4,0.0,0.0,0.0
16,2,False,-3.1,-3.0,0.0,0.0
16,2,True,3.52988,-2.4876,0.0,0.0
16,4,False,0.0,0.0,0.0,-2.9
16,4,True,0.0,0.0,0.0,29.32987
16,5,False,-2.95,-2.85,-2.95,0.0
16,5,True,70.43388,8.63116,9.72192,0.0
16,7,False,0.0,0.0,0.0,-2.75
16,7,True,0.0,0.0,0.0,-1.1962
16,8,False,-2.8,-2.7,-2.8,-2.7
16,8,True,37.33733,-2.96403,-0.51037,7.42438
16,9,False,-2.75,-2.37304,-2.75,-2.29469
16,9,True,75.73487,5.70009,4.10842,2.39464
16,10,False,-2.7,-2.25993,-3.62256,-3.04352
16,10,True,74.35146,11.65964,20.26461,-3.07749
16,11,False,-2.65,-2.17639,-3.33304,0.0
16,11,True,28.801,3.7204,39.81422,0.0
16,13,False,-2.55,-1.01976,0.0,0.0
16,13,True,79.90051,70.53597,0.0,0.0
16,15,False,-3.13496,-2.35,0.0,0.0
16,15,True,75.59631,64.62956,0.0,0.0
16,17,False,0.0,-0.23892,0.0,-1.65875
16,17,True,0.0,61.209,0.0,53.75984
16,18,False,0.0,3.75112,-3.149,0.0
16,18,True,0.0,59.60064,54.70422,0.0
16,20,False,36.31239,0.0,0.0,50.11185
16,20,True,-0.89622,0.0,0.0,-0.34783
16,21,False,42.07169,51.15932,44.06416,45.34646
16,21,True,-1.21344,23.64403,-1.01023,-3.43059
16,22,False,37.57141,46.27295,46.01935,39.50336
16,22,True,-0.22087,5.34251,-0.19398,-2.7932
16,23,False,0.0,23.56184,41.20999,12.91367
16,23,True,0.0,-0.75505,0.44108,-5.4
16,24,False,0.0,9.68192,22.91078,7.67231
16,24,True,0.0,-2.28526,0.76014,-3.52867
16,25,False,-2.68828,15.7136,9.0665,1.80657
16,25,True,-1.76885,-1.397,-1.7326,-1.93847
16,26,False,2.83798,10.28228,7.92912,0.0
16,26,True,-0.83536,-2.0341,-1.3,0.0
16,29,False,-3.38837,0.31876,0.0,-4.42498
16,29,True,-1.45,-2.75569,0.0,-3.18263
16,30,False,-4.33665,0.02776,-1.18267,-4.48305
16,30,True,-1.28507,-2.79538,-1.47408,-2.29312
16,31,False,-3.96796,-1.36439,-1.51592,0.0
16,31,True,-1.55,-1.65,-1.5236,0.0
17,1,False,0.0,-3.0,0.0,-3.0
17,1,True,0.0,-1.74374,0.0,0.45734
17,2,False,-3.05,-2.95,-3.05,-2.95
17,2,True,0.29695,-2.01359,-2.28491,-0.95668
17,3,False,0.0,-2.9,-3.0,0.0
17,3,True,0.0,-3.16781,-2.87952,0.0
17,5,False,-2.9,0.0,0.0,-2.8
17,5,True,43.00677,0.0,0.0,6.12007
17,6,False,0.0,-2.75,-2.85,0.0
17,6,True,0.0,0.43741,26.15964,0.0
17,8,False,-2.75,-2.61304,0.0,-2.65
17,8,True,2.94777,-2.82395,0.0,-0.83651
17,9,False,-2.7,-2.6,-3.62256,-2.6
17,9,True,23.61363,3.39176,0.39759,1.59856
17,10,False,-3.25469,-1.7674,-2.65,-2.55
17,10,True,35.66906,0.52159,6.34582,2.04197
17,11,False,-4.00352,0.0,-3.62268,-1.75437
17,11,True,16.24676,0.0,18.85824,21.22129
17,12,False,0.0,-1.63587,-4.35157,-1.62307
17,12,True,0.0,-0.04646,15.12289,68.82891
17,13,False,-4.55175,0.0,-3.94035,-1.03569
17,13,True,76.70449,0.0,62.34701,68.33061
17,14,False,0.0,-0.89262,-3.6539,-2.73288
17,14,True,0.0,63.46132,74.63631,63.96427
17,15,False,-3.08544,-1.42916,-3.74494,-1.51333
17,15,True,73.57246,62.88438,72.65081,62.88438
17,16,False,0.0,-1.63925,-5.86219,-0.98136
17,16,True,0.0,61.209,68.62956,61.209
17,17,False,-4.69616,-1.33948,-3.81328,6.56847
17,17,True,58.76064,58.60064,66.88438,59.60064
17,18,False,-2.99942,19.42466,-3.37289,0.0
17,18,True,58.21624,58.05662,65.209,0.0
17,21,False,46.11289,52.24929,0.0,46.2727
17,21,True,10.94013,53.71365,0.0,19.80098
17,22,False,41.3878,46.33418,47.15932,41.27249
17,22,True,0.65033,11.85419,44.3048,1.20114
17,23,False,19.63721,30.53056,42.21063,15.42485
17,23,True,1.33229,8.72117,19.72728,-1.95615
17,24,False,10.51983,0.0,28.63879,10.40343
17,24,True,-1.40651,0.0,1.85721,-2.57608
17,25,False,4.31154,0.0,19.23519,1.0423
17,25,True,-1.3,0.0,1.79246,-2.76149
17,26,False,3.002,0.0,12.64286,0.0
17,26,True,-1.08552,0.0,0.20678,0.0
17,28,False,0.0,1.1242,0.0,-3.6649
17,28,True,0.0,-2.7061,0.0,-2.23763
17,29,False,-4.23386,-0.22841,-0.14509,-3.89856
17,29,True,-1.45438,-1.6,-1.49493,-2.749
17,30,False,-4.32721,-0.44635,-0.40399,-4.74084
17,30,True,-1.41924,-2.28115,-1.27763,-2.58264
17,31,False,-4.04633,-1.1367,-0.82655,0.0
17,31,True,-1.6,-1.7,-1.31323,0.0
18,0,False,0.0,-3.0,0.0,-3.0
18,0,True,0.0,-1.30272,0.0,0.24006
18,1,False,-3.05,0.0,-3.05,-2.95
18,1,True,0.12549,0.0,-1.70884,1.2993
18,2,False,-3.0,0.0,-3.0,-2.9
18,2,True,0.81944,0.0,-1.93997,0.13683
18,3,False,-2.95,0.0,-2.95,-2.85
18,3,True,-1.13346,0.0,-2.2238,-1.6143
18,4,False,0.0,-2.8,-2.9,0.0
18,4,True,0.0,-4.28841,-3.64847,0.0
18,6,False,-2.8,-2.7,0.0,-2.7
18,6,True,16.14402,-0.31583,0.0,-1.84995
18,7,False,0.0,-2.65,-2.75,-2.61304
18,7,True,0.0,-0.47429,8.93134,-0.99164
18,8,False,-2.7,-2.6,-3.38256,-2.32352
18,8,True,0.77029,-1.75447,6.07405,1.10833
18,9,False,-2.65,-2.55,-2.65,-2.12212
18,9,True,11.00082,0.49406,2.31662,-0.49973
18,10,False,-3.15361,-1.5974,-2.6,0.0
18,10,True,3.38941,-0.78271,6.03623,0.0
18,12,False,-4.43416,-1.97783,0.0,0.0
18,12,True,4.96505,-0.00936,0.0,0.0
18,14,False,-2.80426,-3.68839,0.0,-1.18984
18,14,True,72.57235,28.18076,0.0,46.05648
18,15,False,-6.26307,-1.97688,-3.35081,-1.61155
18,15,True,68.62956,52.12813,67.26088,59.91798
18,16,False,-3.44514,0.0,-3.67326,0.71512
18,16,True,66.88438,0.0,66.86036,58.40948
18,17,False,-1.38526,1.95912,-3.88598,10.8299
18,17,True,65.209,56.59594,65.18436,57.86968
18,18,False,4.89176,16.89573,-0.06881,33.2323
18,18,True,63.60064,56.57378,62.60064,56.5743
18,19,False,0.0,0.0,19.71911,48.17328
18,19,True,0.0,0.0,62.05662,55.15138
18,20,False,0.0,55.0124,34.16106,49.25888
18,20,True,0.0,53.78532,60.57435,53.78527
18,21,False,47.13192,53.38468,49.79582,46.47126
18,21,True,52.23414,52.23753,59.15138,47.14269
18,22,False,41.21891,48.40927,47.15298,33.65588
18,22,True,12.03685,8.27576,56.90209,15.25122
18,23,False,21.06715,0.0,41.14102,0.0
18,23,True,7.68616,0.0,35.09484,0.0
18,27,False,0.0,0.47163,0.0,-2.787
18,27,True,0.0,-3.93017,0.0,-3.94075
18,28,False,-3.64798,1.04115,0.31994,-3.66939
18,28,True,-1.49712,-2.94861,-1.58962,-3.62521
18,29,False,-3.91244,0.36618,0.99918,-3.15049
18,29,True,-1.07516,-1.65,-1.55,-2.80756
18,30,False,-3.2139,0.01015,-0.86244,-3.46572
18,30,True,-1.1104,-2.75937,-1.57312,-1.7
18,31,False,-3.67536,0.0,-0.36705,0.0
18,31,True,-1.65,0.0,-1.65,0.0
19,0,False,-3.05,0.0,0.0,0.0
19,0,True,-0.2932,0.0,0.0,0.0
19,4,False,-2.85,-2.75,0.0,0.0
19,4,True,-2.08921,-2.65888,0.0,0.0
19,6,False,-2.75,-2.65,0.0,-2.37304
19,6,True,6.15897,-3.26907,0.0,-0.86433
19,7,False,-2.7,-2.32352,-3.62256,-2.6
19,7,True,6.28628,-2.37622,0.36968,-1.81756
19,8,False,-2.65,-2.55,-2.65,-2.55
19,8,True,-0.03019,-2.94765,3.25984,-0.75747
19,9,False,-2.6,-2.14654,-2.6,-1.634
19,9,True,6.80875,-0.87071,0.70835,-0.62407
19,10,False,-2.55,-2.38833,-3.80573,-1.52349
19,10,True,4.76273,-1.38032,2.02192,-0.70099
19,11,False,0.0,-2.12544,-2.97101,-1.37786
19,11,True,0.0,-0.52208,4.46904,-0.0307
19,12,False,-4.40917,0.0,-3.02362,-1.70931
19,12,True,1.79525,0.0,3.98034,-1.39512
19,13,False,0.0,0.0,-3.95146,-2.3
19,13,True,0.0,0.0,3.47165,9.51043
19,14,False,-3.81694,-1.8409,-3.03592,-1.91406
19,14,True,60.29932,-1.75712,3.59293,13.68227
19,15,False,-2.9864,-1.27295,-3.61214,0.0
19,15,True,63.97009,8.86962,30.38391,0.0
19,17,False,-1.68843,20.61559,0.0,9.67734
19,17,True,62.59886,30.92542,0.0,50.71886
19,18,False,6.05395,27.25959,0.81747,0.0
19,18,True,62.05662,54.23751,60.55306,0.0
19,20,False,48.31582,56.26467,0.0,52.68263
19,20,True,59.15138,52.47376,0.0,52.4739
19,21,False,48.24763,54.56737,51.01037,48.4064
19,21,True,57.78532,42.24944,56.96598,48.03279
19,22,False,42.28844,0.0,49.38468,0.0
19,22,True,27.45925,0.0,55.77465,0.0
19,24,False,0.0,7.64064,0.0,-4.42638
19,24,True,0.0,1.44615,0.0,-7.39253
19,25,False,0.0,6.39043,0.9524,-3.00922
19,25,True,0.0,-1.05982,-0.73225,-6.28512
19,26,False,0.0,5.20943,-1.69127,-3.29543
19,26,True,0.0,-2.52625,-3.78278,-3.37172
19,27,False,-3.21206,1.50357,-1.20429,-2.82849
19,27,True,-1.87153,-2.71095,-2.00576,-2.18509
19,28,False,-2.42877,0.0,0.74627,-3.75371
19,28,True,-0.61398,0.0,-1.55,-2.52115
19,29,False,-3.50397,0.94802,0.5521,-3.34517
19,29,True,-1.6,-2.39216,-0.94123,-2.80248
19,30,False,-3.39586,0.24368,0.28827,0.0
19,30,True,-1.16855,-2.25931,-1.54036,0.0
20,1,False,0.0,0.0,0.0,-2.85
20,1,True,0.0,0.0,0.0,1.2597
20,2,False,0.0,-2.8,-2.9,-2.8
20,2,True,0.0,-4.67136,-2.06165,1.38122
20,3,False,0.0,-2.75,-2.85,-2.75
20,3,True,0.0,-1.9495,-2.22234,0.92257
20,4,False,-2.8,-2.7,-2.8,0.0
20,4,True,-0.52116,-4.60105,-2.12942,0.0
20,6,False,-2.7,-2.32352,0.0,-2.3006
20,6,True,0.069,-2.71373,0.0,-2.06003
20,7,False,-3.33304,0.0,-3.33304,-2.20094
20,7,True,0.51611,0.0,0.23314,-2.92507
20,8,False,-2.6,-2.16111,-4.12478,-1.65953
20,8,True,0.68115,-2.69488,1.25551,-1.68739
20,9,False,-3.234,-1.65919,-3.99831,-2.3517
20,9,True,4.41058,-0.8758,0.81456,-1.96601
20,10,False,-2.97101,-2.06051,-3.41823,-2.12544
20,10,True,1.3699,-1.31032,3.14348,-0.87764
20,11,False,-3.33541,-2.35,-3.3117,0.0
20,11,True,4.31147,-0.73067,2.28036,0.0
20,14,False,-2.3,-1.41307,0.0,-1.61676
20,14,True,6.65804,-0.98491,0.0,-1.52726
20,15,False,-3.39609,-1.26262,-2.93688,7.68642
20,15,True,25.89711,-2.52595,2.92719,-0.68553
20,16,False,0.0,7.68861,-2.34455,22.87564
20,16,True,0.0,-2.35982,5.50394,-0.11312
20,17,False,12.60007,10.00599,12.62558,28.16002
20,17,True,58.49594,9.65014,4.07168,25.09981
20,18,False,20.05693,18.82329,21.47107,38.54901
20,18,True,60.57414,34.25704,41.4434,51.61199
20,19,False,0.0,0.0,26.37057,56.11868
20,19,True,0.0,0.0,59.14992,43.05499
20,20,False,50.79298,57.56737,50.15598,54.10672
20,20,True,57.78532,51.21492,57.7786,48.21441
20,21,False,49.38466,58.92435,52.26462,0.0
20,21,True,56.40419,49.02155,56.47391,0.0
20,23,False,0.0,26.14855,0.0,10.20755
20,23,True,0.0,37.28941,0.0,2.70013
20,24,False,-1.56189,17.86071,13.53619,5.37589
20,24,True,0.18715,1.27392,7.61149,0.98295
20,25,False,-2.86452,14.13566,6.65812,0.36736
20,25,True,-4.17059,2.06303,6.20305,-1.73697
20,26,False,-2.9787,9.06826,1.68955,-0.98021
20,26,True,-2.48616,-1.85395,3.59676,-3.10885
20,27,False,-3.08417,0.0,5.14412,0.0
20,27,True,-0.70087,0.0,-0.2972,0.0
20,29,False,-3.59298,0.75688,0.0,-2.55798
20,29,True,-1.40333,-3.53866,0.0,-1.75
20,30,False,-3.4906,0.98158,0.83466,-3.05884
20,30,True,-1.43216,-2.42938,-0.77376,-1.8
20,31,False,0.0,0.0,0.89755,0.0
20,31,True,0.0,0.0,-1.75,0.0
21,2,False,-2.85,-2.75,0.0,-2.75
21,2,True,1.74916,-1.35224,0.0,1.02966
21,3,False,-2.8,0.0,-2.8,-2.7
21,3,True,1.17938,0.0,-3.92298,-1.18689
21,4,False,-2.75,-2.65,-2.75,-2.65
21,4,True,1.05107,-3.94205,-2.13029,-2.63257
21,5,False,0.0,-2.6,-2.7,-2.6
21,5,True,0.0,-5.91092,-1.2094,-2.58307
21,6,False,-3.26934,-2.55,-2.65,0.0
21,6,True,0.19807,-2.28739,-0.22109,0.0
21,8,False,-4.04656,-2.17496,0.0,-2.45
21,8,True,-0.26543,-2.23833,0.0,-1.4046
21,9,False,-3.10654,-1.60206,-3.70468,-1.91677
21,9,True,3.55871,-1.79586,-0.13313,-0.98571
21,10,False,-3.37496,-1.96497,-3.49612,-1.63136
21,10,True,0.72143,-1.82601,3.09286,-1.99286
21,11,False,-3.08544,-2.0066,-3.35395,-2.0264
21,11,True,3.63463,-2.54478,1.94339,-0.27804
21,12,False,0.0,-2.25,-3.8379,-2.13962
21,12,True,0.0,-1.61257,3.84544,-0.92878
21,13,False,0.0,0.0,-3.48263,-1.60979
21,13,True,0.0,0.0,4.34052,-1.06717
21,14,False,-3.2642,-1.87784,-4.28069,-1.86473
21,14,True,1.30732,-1.59005,3.4608,-2.62964
21,15,False,-2.96255,-0.63813,-3.34705,0.26412
21,15,True,3.80848,-2.13628,2.87296,-2.86526
21,16,False,12.54927,-0.14917,-4.03536,6.28269
21,16,True,0.26036,-2.00238,1.48918,-0.85139
21,17,False,11.0661,0.59463,-1.3003,15.49831
21,17,True,41.25704,-0.09975,0.7653,16.49435
